Mouse gene name	Gene name
Gm9736	KRTAP10-11
Gm7138	KRTAP10-11
Krtap10-4	KRTAP10-11
Gm7137	KRTAP10-11
Gm3250	KRTAP10-11
Gm9639	KRTAP10-4
Krtap10-10	KRTAP10-4
Gm3285	KRTAP10-4
Gm19668	KRTAP10-4
Gm9508	KRTAP10-4
Gm19402	KRTAP10-4
Gm3238	KRTAP10-4
Gm2696	KRTAP10-4
Gm10318	KRTAP10-4
Gm18596	KRTAP10-4
Gm9507	KRTAP10-4
Gm3233	KRTAP10-4
Gm36176	KRTAP10-4
Gm9736	KRTAP10-4
Gm7138	KRTAP10-4
Krtap10-4	KRTAP10-4
Gm7137	KRTAP10-4
Gm3250	KRTAP10-4
Slc22a17	SLC22A17
Rad9b	RAD9B
Yy2	YY2
Krtap12-1	KRTAP12-2
Gm10024	KRTAP12-2
Gm10272	KRTAP12-2
Gm10142	KRTAP12-2
Gm10100	KRTAP12-2
Mbtps2	MBTPS2
Gm9639	KRTAP10-1
Krtap10-10	KRTAP10-1
Gm3285	KRTAP10-1
Gm19668	KRTAP10-1
Gm9508	KRTAP10-1
Gm19402	KRTAP10-1
Gm3238	KRTAP10-1
Gm2696	KRTAP10-1
Gm10318	KRTAP10-1
Gm18596	KRTAP10-1
Gm9507	KRTAP10-1
Gm3233	KRTAP10-1
Gm36176	KRTAP10-1
Gm9736	KRTAP10-1
Gm7138	KRTAP10-1
Krtap10-4	KRTAP10-1
Gm7137	KRTAP10-1
Gm3250	KRTAP10-1
Id3	ID3
Gm9639	KRTAP10-7
Krtap10-10	KRTAP10-7
Gm3285	KRTAP10-7
Gm19668	KRTAP10-7
Gm9508	KRTAP10-7
Gm19402	KRTAP10-7
Gm3238	KRTAP10-7
Gm2696	KRTAP10-7
Gm10318	KRTAP10-7
Gm18596	KRTAP10-7
Gm9507	KRTAP10-7
Gm3233	KRTAP10-7
Gm36176	KRTAP10-7
Gm9736	KRTAP10-7
Gm7138	KRTAP10-7
Krtap10-4	KRTAP10-7
Gm7137	KRTAP10-7
Gm3250	KRTAP10-7
Gm9639	KRTAP10-6
Krtap10-10	KRTAP10-6
Gm3285	KRTAP10-6
Gm19668	KRTAP10-6
Gm9508	KRTAP10-6
Gm19402	KRTAP10-6
Gm3238	KRTAP10-6
Gm2696	KRTAP10-6
Gm10318	KRTAP10-6
Gm18596	KRTAP10-6
Gm9507	KRTAP10-6
Gm3233	KRTAP10-6
Gm36176	KRTAP10-6
Gm9736	KRTAP10-6
Gm7138	KRTAP10-6
Krtap10-4	KRTAP10-6
Gm7137	KRTAP10-6
Gm3250	KRTAP10-6
Klhl36	KLHL36
Krtap12-1	KRTAP12-1
Gm10024	KRTAP12-1
Gm10272	KRTAP12-1
Gm10142	KRTAP12-1
Gm10100	KRTAP12-1
Skp2	SKP2
Apol6	APOL6
Gm9639	KRTAP10-12
Krtap10-10	KRTAP10-12
Gm3285	KRTAP10-12
Gm19668	KRTAP10-12
Gm9508	KRTAP10-12
Gm19402	KRTAP10-12
Gm3238	KRTAP10-12
Gm2696	KRTAP10-12
Gm10318	KRTAP10-12
Gm18596	KRTAP10-12
Gm9507	KRTAP10-12
Gm3233	KRTAP10-12
Gm36176	KRTAP10-12
Gm9736	KRTAP10-12
Gm7138	KRTAP10-12
Krtap10-4	KRTAP10-12
Gm7137	KRTAP10-12
Gm3250	KRTAP10-12
Ms4a5	MS4A5
Isy1	ISY1-RAB43
Gm9639	KRTAP10-2
Krtap10-10	KRTAP10-2
Gm3285	KRTAP10-2
Gm19668	KRTAP10-2
Gm9508	KRTAP10-2
Gm19402	KRTAP10-2
Gm3238	KRTAP10-2
Gm2696	KRTAP10-2
Gm10318	KRTAP10-2
Gm18596	KRTAP10-2
Gm9507	KRTAP10-2
Gm3233	KRTAP10-2
Gm36176	KRTAP10-2
Gm9736	KRTAP10-2
Gm7138	KRTAP10-2
Krtap10-4	KRTAP10-2
Gm7137	KRTAP10-2
Gm3250	KRTAP10-2
Bex6	BEX4
Bex4	BEX4
Krtap12-1	KRTAP12-3
Gm10024	KRTAP12-3
Gm10272	KRTAP12-3
Gm10142	KRTAP12-3
Gm10100	KRTAP12-3
Gm9639	KRTAP10-3
Krtap10-10	KRTAP10-3
Gm3285	KRTAP10-3
Gm19668	KRTAP10-3
Gm9508	KRTAP10-3
Gm19402	KRTAP10-3
Gm3238	KRTAP10-3
Gm2696	KRTAP10-3
Gm10318	KRTAP10-3
Gm18596	KRTAP10-3
Gm9507	KRTAP10-3
Gm3233	KRTAP10-3
Gm36176	KRTAP10-3
Gm9736	KRTAP10-3
Gm7138	KRTAP10-3
Krtap10-4	KRTAP10-3
Gm7137	KRTAP10-3
Gm3250	KRTAP10-3
Paqr4	PAQR4
Gm9639	KRTAP10-8
Krtap10-10	KRTAP10-8
Gm3285	KRTAP10-8
Gm19668	KRTAP10-8
Gm9508	KRTAP10-8
Gm19402	KRTAP10-8
Gm3238	KRTAP10-8
Gm2696	KRTAP10-8
Gm10318	KRTAP10-8
Gm18596	KRTAP10-8
Gm9507	KRTAP10-8
Gm3233	KRTAP10-8
Gm36176	KRTAP10-8
Gm9736	KRTAP10-8
Gm7138	KRTAP10-8
Krtap10-4	KRTAP10-8
Gm7137	KRTAP10-8
Gm3250	KRTAP10-8
Rgs18	RGS18
Gm9639	KRTAP10-10
Krtap10-10	KRTAP10-10
Gm3285	KRTAP10-10
Gm19668	KRTAP10-10
Gm9508	KRTAP10-10
Gm19402	KRTAP10-10
Gm3238	KRTAP10-10
Gm2696	KRTAP10-10
Gm10318	KRTAP10-10
Gm18596	KRTAP10-10
Gm9507	KRTAP10-10
Gm3233	KRTAP10-10
Gm36176	KRTAP10-10
Gm9736	KRTAP10-10
Gm7138	KRTAP10-10
Krtap10-4	KRTAP10-10
Gm7137	KRTAP10-10
Gm3250	KRTAP10-10
Golga7	GOLGA7
Gsr	GSR
B4galnt4	B4GALNT4
Nt5dc1	NT5DC1
Pcmtd1	PCMTD1
Pkmyt1	PKMYT1
Lin54	LIN54
Nub1	NUB1
Plppr4	PLPPR4
Rpl3l	RPL3L
Cd200r3	CD200R1
Cd200r2	CD200R1
Cd200r4	CD200R1
Cd200r1	CD200R1
Col10a1	COL10A1
Pdzd2	PDZD2
Pik3r5	PIK3R5
Mms19	MMS19
Tspyl4	TSPYL4
Nr0b2	NR0B2
Chchd6	CHCHD6
Vangl2	VANGL2
Nudc	NUDC
Inpp5b	INPP5B
Elavl4	ELAVL4
Dtnb	DTNB
Rbm48	RBM48
Neb	NEB
Tmem72	TMEM72
Pnoc	PNOC
Kat6b	KAT6B
Csf2rb2	CSF2RB
Csf2rb	CSF2RB
Rsph10b	RSPH10B
Tspyl1	TSPYL1
Washc1	WASHC1
Ly6g6c	LY6G6C
8430408G22Rik	C10orf10
Ndufaf3	NDUFAF3
Dse	DSE
Stau2	STAU2
Hpgd	HPGD
Vps29	VPS29
Rassf4	RASSF4
Bag4	BAG4
Bend3	BEND3
Gpatch3	GPATCH3
Wfs1	WFS1
Diras1	DIRAS1
Prrx1	PRRX1
Miga1	MIGA1
Slc39a3	SLC39A3
Star	STAR
Isl1	ISL1
Slc37a1	SLC37A1
Aipl1	AIPL1
Usp9x	USP9X
Arih2	ARIH2
Rab6b	RAB6B
Tigd4	TIGD4
Lrrc52	LRRC52
Lsm1	LSM1
Alg6	ALG6
Clgn	CLGN
Pknox1	PKNOX1
Insl6	INSL6
Nup205	NUP205
Ric3	RIC3
Ccz1	CCZ1
Tcta	TCTA
Pdss2	PDSS2
Aqp7	AQP7
Fam126b	FAM126B
Ash2l	ASH2L
Anxa9	ANXA9
Rhoa	RHOA
Sec31a	SEC31A
Ms4a1	MS4A1
Tprkb	TPRKB
Wdr86	WDR86
Chd3os	LINC02581
Mindy1	MINDY1
Rsph1	RSPH1
Unc50	UNC50
Csnk1e	Z98749.3
Csnk1e	CSNK1E
Rln1	RLN2
Slc6a13	SLC6A13
Ppa1	PPA1
Tub	TUB
Golph3l	GOLPH3L
B3gnt7	B3GNT7
Mgst3	MGST3
Trappc1	TRAPPC1
Pabpc4	PABPC4
St8sia5	ST8SIA5
Ndufb3	NDUFB3
Kcnab3	KCNAB3
Nrbp1	NRBP1
Rgs12	RGS12
Rap2a	RAP2A
Yme1l1	YME1L1
Ppp4r2	PPP4R2
Ap1g1	AP1G1
Orc2	ORC2
Sept14	SEPT14
Mdfi	MDFI
Fam20c	FAM20C
Dpm3	DPM3
Pafah1b1	PAFAH1B1
Dpy19l2	DPY19L2
Cntrob	CNTROB
Enpp2	ENPP2
Gxylt2	GXYLT2
Tex52	TEX52
Mtcl1	MTCL1
Ms4a12	MS4A12
Gm10036	RPL11
Rpl11	RPL11
Mrpl32	MRPL32
Qtrt1	QTRT1
Pla2g5	PLA2G5
Psma2	AC010132.3
Tulp3	TULP3
Fkbp7	FKBP7
Wnt2	WNT2
AW209491	C7orf25
Rln1	RLN1
Fbxo25	FBXO25
Psma2	PSMA2
Myd88	MYD88
Epha7	EPHA7
AC152453.1	NT5DC3
Nt5dc3	NT5DC3
Pgap1	PGAP1
Apobec1	APOBEC1
Stx6	STX6
Tmem87b	TMEM87B
Tmem5	TMEM5
Gm4064	RBMY1F
Rbmy	RBMY1F
Gm10256	RBMY1F
Gm10352	RBMY1F
Gm29289	RBMY1F
Gm21677	RBMY1F
Gm21693	RBMY1F
Gm21704	RBMY1F
Gm21708	RBMY1F
Gm3376	RBMY1F
Npffr1	NPFFR1
Muc15	MUC15
Mex3b	MEX3B
Agtr1b	AGTR1
Agtr1a	AGTR1
Atic	ATIC
Mlxip	MLXIP
Pold2	POLD2
Ano3	ANO3
BC034090	KIAA1614
Atp4b	ATP4B
Pkp3	PKP3
Cacna1c	CACNA1C
Mysm1	MYSM1
Rbm28	RBM28
Osbp2	OSBP2
Cdh3	CDH3
Fbxo16	FBXO16
Usp40	USP40
Nexn	NEXN
Rgl2	RGL2
Palmd	PALMD
Znrf2	ZNRF2
Rbfox2	RBFOX2
Ghitm	GHITM
Bcl7b	BCL7B
Hykk	HYKK
Ighv4-1	AC136428.1
Taf1b	TAF1B
Col11a1	COL11A1
P4htm	P4HTM
Wdr49	WDR49
Lrrc20	LRRC20
Grk1	GRK1
Ms4a13	MS4A13
Rorc	RORC
Zfp395	ZNF395
Mtor	MTOR
Gm5294	AC187653.1
Mroh9	MROH9
Fam26f	CALHM6
Serpini2	SERPINI2
Padi3	PADI3
Trim69	TRIM69
Sobp	SOBP
Inhbe	INHBE
Wdr6	WDR6
Lrrcc1	LRRCC1
Capza3	CAPZA3
Fmo3	FMO3
Kdf1	KDF1
Terf2ip	TERF2IP
Pdgfa	PDGFA
Cphx1	CPHXL
Cphx2	CPHXL
Cphx3	CPHXL
Cphx1	AC025287.4
Cphx2	AC025287.4
Cphx3	AC025287.4
Duxbl1	DUXB
Duxbl2	DUXB
Duxbl3	DUXB
Necab3	NECAB3
Hnrnpll	HNRNPLL
Kars	KARS
Lingo4	LINGO4
Trnp1	TRNP1
Azi2	AZI2
Plgrkt	PLGRKT
Slc7a3	SLC7A3
Fbln7	FBLN7
Mastl	MASTL
Arfip1	ARFIP1
Gm37240	ARFIP1
Cog4	COG4
Pfdn6	PFDN6
Nepro	NEPRO
Ugt2a3	UGT2A3
Cdca5	CDCA5
Fam46b	FAM46B
Tmem198	TMEM198
Mrps17	MRPS17
Mrps17	AC092647.5
Nipsnap2	NIPSNAP2
Slx4	SLX4
Chpf	CHPF
B3galt4	B3GALT4
Kcnk9	KCNK9
Krtcap2	KRTCAP2
Wdr46	WDR46
Cma1	CMA1
Pusl1	PUSL1
Kbtbd2	KBTBD2
Ube2w	UBE2W
Tln2	TLN2
St18	ST18
Ndufb10	NDUFB10
Ogfrl1	OGFRL1
4930402H24Rik	C20orf194
Snrnp48	SNRNP48
Aldh9a1	ALDH9A1
Slamf6	SLAMF6
Gm4064	RBMY1J
Rbmy	RBMY1J
Gm10256	RBMY1J
Gm10352	RBMY1J
Gm29289	RBMY1J
Gm21677	RBMY1J
Gm21693	RBMY1J
Gm21704	RBMY1J
Gm21708	RBMY1J
Gm3376	RBMY1J
Coq10a	COQ10A
Themis	THEMIS
Mid2	MID2
Dsc3	DSC3
Acyp2	ACYP2
Myl12a	MYL12A
Mapk15	MAPK15
Trim46	TRIM46
Rgs21	RGS21
BC052040	C15orf41
Tra2b	TRA2B
Ctsg	CTSG
Psme4	PSME4
Sdsl	SDSL
Golph3	GOLPH3
Hibadh	HIBADH
Cabp7	CABP7
Wfdc8	WFDC8
Cmc1	CMC1
Angptl7	ANGPTL7
Zmat5	ZMAT5
Fam26e	CALHM5
Zc2hc1a	ZC2HC1A
Gzmc	GZMB
Gzmb	GZMB
Fam110c	FAM110C
Brpf1	BRPF1
Trappc3l	TRAPPC3L
Atxn2	ATXN2
2610528A11Rik	C10orf99
Cds2	CDS2
Tdrp	TDRP
Cd84	CD84
Myl12b	MYL12B
Asz1	ASZ1
Fam26d	CALHM4
Eloa	ELOA
Ganab	GANAB
Il7	IL7
Ptpn6	PTPN6
Zfp9	ZNF25
Cd274	CD274
Scml4	SCML4
Sds	SDS
Wdr13	WDR13
Gtpbp8	GTPBP8
Ube2w	AC022826.2
Rftn1	RFTN1
Gzmf	GZMH
Gzme	GZMH
Gzmn	GZMH
Gzmg	GZMH
Gzmd	GZMH
Mgat4d	MGAT4D
Upf1	UPF1
Dsc2	DSC2
Ddb2	DDB2
Mxd4	MXD4
Tuba1a	TUBA1A
Sgms1	SGMS1
Nlgn2	NLGN2
Colec11	COLEC11
Muc1	MUC1
Rgs1	RGS1
Zar1l	ZAR1L
Zdhhc21	ZDHHC21
Nemp1	NEMP1
Cer1	CER1
Zbed4	ZBED4
Dusp11	DUSP11
Snph	SNPH
Slamf1	SLAMF1
Depdc1b	DEPDC1B
B3galnt1	B3GALNT1
Grhl1	GRHL1
Vsig1	VSIG1
Gli1	GLI1
Rad21l	RAD21L1
Art3	ART3
Fbn1	FBN1
Cdhr1	CDHR1
Fhdc1	FHDC1
Strn	STRN
Pou5f1	POU5F1B
Ggt1	GGT1
C2cd4d	C2CD4D
Erich1	ERICH1
Brca2	BRCA2
Them5	THEM5
1700003F12Rik	C20orf144
Cd48	CD48
Actl10	ACTL10
Creld2	CRELD2
Ppp1r3d	PPP1R3D
Clec7a	CLEC7A
Plxna1	PLXNA1
Fam217b	FAM217B
Oxnad1	OXNAD1
Dsc1	DSC1
Dlgap2	DLGAP2
1190007I07Rik	C12orf73
Tfrc	TFRC
Gas6	GAS6
Arhgap9	ARHGAP9
Usp10	USP10
Cfap221	CFAP221
Zfp457	AC115220.1
Zfp58	AC115220.1
Zfp493	AC115220.1
CT573016.1	AC115220.1
Zfp273	AC115220.1
Zfp72	AC115220.1
Zfp458	AC115220.1
Zfp953	AC115220.1
Zfp85	AC115220.1
Zfp738	AC115220.1
Zfp759	AC115220.1
Zfp65	AC115220.1
Zfp708	AC115220.1
Zfp87	AC115220.1
Rmdn3	RMDN3
Retn	RETN
Scn11a	SCN11A
Sema3f	SEMA3F
Zfp36l2	ZFP36L2
Frrs1	FRRS1
Itga1	ITGA1
Hsp90b1	HSP90B1
Nck2	NCK2
Them4	THEM4
Tmem255b	TMEM255B
Pla2g2d	PLA2G2D
Dnaaf5	DNAAF5
Capn7	CAPN7
Cfap69	CFAP69
Cnot10	CNOT10
Jun	JUN
Pld1	PLD1
Slc16a14	SLC16A14
Ccdc117	CCDC117
Zc3h8	ZC3H8
Chp2	CHP2
Prkar1b	PRKAR1B
Tnfrsf10b	TNFRSF10C
Nadk2	NADK2
Thada	THADA
Mgat4a	MGAT4A
Dnajb14	DNAJB14
Slc9a1	SLC9A1
Gss	GSS
Clcnkb	CLCNKB
Clcnka	CLCNKB
Sntn	SNTN
Pdzrn3	PDZRN3
Nod1	NOD1
Fam72a	FAM72D
Itga2	ITGA2
Abcb8	ABCB8
Vps51	VPS51
Plekha3	PLEKHA3
Pithd1	PITHD1
Nkrf	NKRF
Atp6v0a2	ATP6V0A2
Sgta	SGTA
Pitpnm3	PITPNM3
Gpat4	GPAT4
Tax1bp1	TAX1BP1
Dlgap3	DLGAP3
Zfp457	ZNF727
Zfp58	ZNF727
Zfp493	ZNF727
CT573016.1	ZNF727
Zfp273	ZNF727
Zfp72	ZNF727
Zfp458	ZNF727
Zfp953	ZNF727
Zfp85	ZNF727
Zfp738	ZNF727
Zfp759	ZNF727
Zfp65	ZNF727
Zfp708	ZNF727
Zfp87	ZNF727
Ube2a	UBE2A
Nr4a2	NR4A2
Tex33	TEX33
Ccdc77	CCDC77
Alg12	ALG12
Tnfrsf10b	TNFRSF10D
Rbm6	RBM6
Smc1b	SMC1B
Mllt1	MLLT1
Trpc5os	TRPC5OS
Prdm5	PRDM5
R3hdm4	R3HDM4
Cyp4v3	CYP4V2
Zfpl1	ZFPL1
Nmd3	NMD3
Arl8b	ARL8B
Atp8b1	ATP8B1
Limch1	LIMCH1
Saa1	SAA1
Saa2	SAA1
Trpc5	TRPC5
Katnal2	KATNAL2
Plekha5	PLEKHA5
Mars	MARS
Cct8	CCT8
Gins4	GINS4
Wfdc9	WFDC9
Cxcl10	CXCL10
Tceal8	TCEAL8
Zc3h6	ZC3H6
Klkb1	KLKB1
Cxcl11	CXCL11
Wfdc10	WFDC10A
Etv6	ETV6
Slc38a4	SLC38A4
Thoc7	THOC7
Cpa3	CPA3
Edem1	EDEM1
Rbm38	RBM38
Fgf9	FGF9
Slc5a12	SLC5A12
Trappc9	TRAPPC9
Pimreg	PIMREG
Tmem262	TMEM262
Cpb1	CPB1
Socs2	SOCS2
Snrpb2	SNRPB2
Tm7sf2	TM7SF2
Zmym6	ZMYM6
Ago4	AGO4
Kdm5a	KDM5A
A530032D15Rik	SP140
AC125149.2	SP140
AC133103.1	SP140
Sp140	SP140
AC132444.5	SP140
C130026I21Rik	SP140
AC125149.1	SP140
Pim2	PIM2
Tst	TST
Acer1	ACER1
Uqcr10	UQCR10
4921501E09Rik	PHF8
Phf8	PHF8
Mpst	MPST
Slc25a44	SLC25A44
Padi4	PADI4
Pias2	PIAS2
Gm5592	C2orf78
Gm5591	C2orf78
4930433I11Rik	C2orf78
Gm5114	C2orf78
Gm4884	C2orf78
Trim2	TRIM2
Ccna1	CCNA1
Dupd1	DUPD1
Sf3a3	SF3A3
Olfr1293-ps	OR4F5
Olfr1291-ps1	OR4F5
Olfr1289	OR4F5
Cdk8	CDK8
Tmem35b	TMEM35B
Sept12	SEPT12
Zmym6	AC114490.2
Tyro3	TYRO3
Prkcb	PRKCB
Ubl4a	UBL4A
Wfdc11	WFDC11
Taldo1	TALDO1
Ush1c	USH1C
Gipc3	GIPC3
Ribc2	RIBC2
Jazf1	JAZF1
Snap91	SNAP91
Wfdc13	WFDC13
Tbxa2r	TBXA2R
Cnot1	CNOT1
Polb	POLB
Fam133b	FAM133B
1810022K09Rik	C8orf59
Tceal5	TCEAL5
Tceal3	TCEAL5
Tceal6	TCEAL5
Pip4k2a	PIP4K2A
Acp1	ACP1
Hhip	HHIP
Dennd5a	DENND5A
Asic3	ASIC3
Mid1ip1	MID1IP1
Pelo	PELO
Mcemp1	MCEMP1
Cnbp	CNBP
Smim22	SMIM22
Cad	CAD
Ddit3	DDIT3
Tnfrsf10b	TNFRSF10A
Kif21a	KIF21A
Wdr54	WDR54
Trappc5	TRAPPC5
Trim16	TRIM16
Zfyve28	ZFYVE28
Efs	EFS
Abcb11	ABCB11
Cdh26	CDH26
Hlcs	HLCS
Rif1	RIF1
Ahcyl2	AHCYL2
Lrrc75b	LRRC75B
Frem3	FREM3
Gdf3	GDF3
Rps6	RPS6
E2f5	E2F5
Spint4	SPINT4
Abce1	ABCE1
Xbp1	XBP1
Slco2a1	SLCO2A1
Adck5	ADCK5
Snrpd3	SNRPD3
Ggct	AC005154.6
Bbs10	BBS10
Ggct	GGCT
Sdcbp2	SDCBP2
S100a10	S100A10
Crygn	CRYGN
Gucd1	GUCD1
Elp4	ELP4
Fibin	FIBIN
Heatr5b	HEATR5B
Ubxn8	UBXN8
S100a11	S100A11
Tmem241	TMEM241
Cpsf1	CPSF1
Pla2g2f	PLA2G2F
Ppp2r2c	PPP2R2C
Trpc4ap	TRPC4AP
Ddit4l	DDIT4L
Lhx5	LHX5
Dppa3	DPPA3
Rtl4	RTL4
Sh3yl1	SH3YL1
Fcho1	FCHO1
H2afz	H2AFZ
Hgfac	HGFAC
Sigirr	SIGIRR
Ppp4c	PPP4C
Sp110	SP110
AC168977.1	SP110
AC125149.5	SP110
AC125149.4	SP110
AC132444.3	SP110
AC133103.4	SP110
AC133103.5	SP110
Fkbp1a	FKBP1A
Smad4	SMAD4
Gars	GARS
Bbox1	BBOX1
Sit1	SIT1
Rbm5	RBM5
Fam131c	FAM131C
Lhfpl1	LHFPL1
Snx12	SNX12
Myh7b	MYH7B
Was	WAS
Ghrh	GHRH
Catsperd	CATSPERD
Fcer2a	FCER2
Fbxw10	AC005324.3
Apol7a	APOL3
Apol11a	APOL3
Apol7c	APOL3
Apol9b	APOL3
Apol11b	APOL3
Apol8	APOL3
Apol9a	APOL3
Apol7e	APOL3
Apol10b	APOL3
Apol10a	APOL3
Apol7b	APOL3
Otud5	OTUD5
Fbxw10	CDRT1
Zscan10	ZSCAN10
Lrp6	LRP6
Elac1	AC091551.1
Rai1	RAI1
Defb13	DEFB107A
Pym1	PYM1
Ndufa9	AC005833.2
Anapc10	ANAPC10
Elac1	ELAC1
Sgo1	SGO1
Clic1	CLIC1
Mapk1	MAPK1
Ppib	PPIB
Srebf1	SREBF1
Pdcd1lg2	PDCD1LG2
Tbl2	TBL2
Atxn7l3b	ATXN7L3B
Mr1	MR1
Akap3	AKAP3
Psma4	PSMA4
Tmc5	TMC5
Snx22	SNX22
Stmn2	STMN2
Daam2	DAAM2
Dgka	DGKA
Plvap	PLVAP
Ms4a8a	MS4A8
Slc13a4	SLC13A4
Gchfr	GCHFR
Arpp21	ARPP21
Cactin	CACTIN
Ndufa9	NDUFA9
Sertm1	SERTM1
Zfyve19	ZFYVE19
Mier1	MIER1
Sh3bp5	SH3BP5
Abcc10	ABCC10
Fmo2	FMO2
Aqp3	AQP3
Col2a1	COL2A1
Defb35	DEFB105A
Defb12	DEFB105A
Bcl2l14	BCL2L14
Fam180a	FAM180A
Defb34	DEFB106A
Defb15	DEFB106A
Nhlrc1	NHLRC1
Otor	OTOR
Efl1	EFL1
Chrnb1	CHRNB1
Frem1	FREM1
Tpmt	TPMT
Kcna6	KCNA6
Sorbs1	SORBS1
Ddah2	DDAH2
Cables1	CABLES1
Mocs1	MOCS1
Dyrk4	DYRK4
Rcn1	RCN1
Kcnc2	KCNC2
Wasf3	WASF3
Grm4	GRM4
Dlk2	DLK2
Ube2g2	UBE2G2
Gata5	GATA5
Gypa	GYPB
Padi6	PADI6
Mtpn	MTPN
Ago1	AGO1
Setd6	SETD6
Terb2	TERB2
Spem2	SPEM2
Gm45826	SPAG11A
Spag11a	SPAG11A
Rgs13	RGS13
Gm39566	SPEM3
Ptpn18	PTPN18
Lrit2	LRIT2
Mnd1	MND1
Dsg4	DSG4
Glra3	GLRA3
Spem1	SPEM1
Wsb2	WSB2
Gm14137	C15orf62
Zfp457	ZNF735
Zfp58	ZNF735
Zfp493	ZNF735
CT573016.1	ZNF735
Zfp273	ZNF735
Zfp72	ZNF735
Zfp458	ZNF735
Zfp953	ZNF735
Zfp85	ZNF735
Zfp738	ZNF735
Zfp759	ZNF735
Zfp65	ZNF735
Zfp708	ZNF735
Zfp87	ZNF735
Dnajc17	DNAJC17
Zfp457	ZNF679
Zfp58	ZNF679
Zfp493	ZNF679
CT573016.1	ZNF679
Zfp273	ZNF679
Zfp72	ZNF679
Zfp458	ZNF679
Zfp953	ZNF679
Zfp85	ZNF679
Zfp738	ZNF679
Zfp759	ZNF679
Zfp65	ZNF679
Zfp708	ZNF679
Zfp87	ZNF679
Lrit1	LRIT1
Tmem102	TMEM102
Fgf11	FGF11
Fam126a	FAM126A
Tgoln1	TGOLN2
Zfp457	ZNF736
Zfp58	ZNF736
Zfp493	ZNF736
CT573016.1	ZNF736
Zfp273	ZNF736
Zfp72	ZNF736
Zfp458	ZNF736
Zfp953	ZNF736
Zfp85	ZNF736
Zfp738	ZNF736
Zfp759	ZNF736
Zfp65	ZNF736
Zfp708	ZNF736
Zfp87	ZNF736
Sec63	SEC63
Traf3ip1	TRAF3IP1
Foxo4	FOXO4
Usp9y	USP9Y
Krtcap3	KRTCAP3
Cbs	CBS
Manea	MANEA
Dsg1b	DSG1
Dsg1a	DSG1
Dsg1c	DSG1
Gypa	GYPA
Klhl40	KLHL40
Rfc5	RFC5
Dhrs9	DHRS9
Tchhl1	TCHHL1
Lag3	LAG3
Tchh	TCHH
Wdtc1	WDTC1
Tmco1	TMCO1
Eif4ebp2	EIF4EBP2
Pgd	PGD
Ift172	IFT172
Scgb1c1	SCGB1C2
Gm42421	PMS2
Pms2	PMS2
Fzd3	FZD3
Nodal	NODAL
Pmf1	PMF1
Gm614	CXorf65
Crnn	CRNN
Zfp786	ZNF786
Tinag	TINAG
Golga2	GOLGA8G
Rptn	RPTN
Bst2	BST2
Flg2	FLG2
Kcnj4	KCNJ4
Allc	ALLC
Hrnr	HRNR
Flg	FLG
C430049E01Rik	CCDC194
Pcsk2	PCSK2
Arhgef39	ARHGEF39
Aurka	AURKA
Dcdc2c	DCDC2C
Bglap	BGLAP
Bglap2	BGLAP
Bglap3	BGLAP
Gpr12	GPR12
Ddx17	DDX17
Fmo1	FMO1
Oxsr1	OXSR1
Ccdc141	CCDC141
Ebf2	EBF2
Paqr6	PAQR6
Trrap	TRRAP
Npr1	NPR1
Doc2b	DOC2B
Hecw1	HECW1
Uck2	UCK2
Asah2	ASAH2B
Top3b	TOP3B
Trbv29	TRBV28
Trbv30	TRBV29-1
Ripk2	RIPK2
Car9	CA9
Defb14	DEFB103A
Adam29	ADAM29
A1cf	A1CF
Pkn2	PKN2
Kiss1r	KISS1R
Ms4a18	MS4A18
Ttn	TTN
Ankrd12	ANKRD12
Mtmr12	MTMR12
Rgr	RGR
Rnf4	RNF4
Fubp1	FUBP1
Ccdc107	CCDC107
Rfxap	RFXAP
Manbal	MANBAL
Otud4	OTUD4
Fosl2	FOSL2
Cdk6	CDK6
Pald1	PALD1
Kdelr3	KDELR3
Sf3b3	SF3B3
Ryk	RYK
Xylt1	XYLT1
Lypla2	LYPLA2
Fkbp9	FKBP9
Smad9	SMAD9
Bcl11a	BCL11A
Znrd1	ZNRD1
Ndufv2	NDUFV2
Stxbp6	STXBP6
Prss3	PRSS1
Gm5771	PRSS1
Try10	PRSS1
Gm10334	PRSS1
Prss1	PRSS1
Try4	PRSS1
Try5	PRSS1
Prss2	PRSS1
Bex1	BEX2
Bex2	BEX2
Chst12	CHST12
Cluh	CLUH
Ppm1f	PPM1F
Xpo7	XPO7
Cttnbp2	CTTNBP2
Cacng3	CACNG3
Slc35e3	SLC35E3
Tceal7	TCEAL7
Inha	INHA
Atat1	ATAT1
Ndnf	NDNF
Grm7	GRM7
Obsl1	OBSL1
Man2b2	MAN2B2
Rgs2	RGS2
Rheb	RHEB
Nab2	NAB2
N4bp2l2	N4BP2L2
Lrrc43	LRRC43
Prss3	PRSS2
Gm5771	PRSS2
Try10	PRSS2
Gm10334	PRSS2
Prss1	PRSS2
Try4	PRSS2
Try5	PRSS2
Prss2	PRSS2
Znrf3	ZNRF3
Mterf2	MTERF2
Fbln1	FBLN1
Eva1c	EVA1C
Olfr1303	OR4F29
Elovl7	ELOVL7
Tmem263	TMEM263
Il31	IL31
Prf1	PRF1
Pdlim2	PDLIM2
Clpp	CLPP
Tmem52b	TMEM52B
Stat6	STAT6
H2-Q10	HLA-A
