mouseSymbol,choSymbol
1810046K07Rik,1810046K07Rik
Fam96b,Fam96b
Btk,Btk
R3hdm1,R3hdm1
Olfr15,Olfr15
Lacc1,Lacc1
Mtmr7,Mtmr7
Kbtbd3,Kbtbd3
Fam71e1,Fam71e1
Rfx4,Rfx4
St7,St7
Mrps36,Mrps36
Ccdc122,Ccdc122
Zfp174,Zfp174
Elmod3,Elmod3
Hist1h1d,Hist1h1d
Srgap1,Srgap1
Setd5,Setd5
Kctd9,Kctd9
Vegfd,Vegfd
Thsd4,Thsd4
Gm5485,Gm5485
Lmnb2,Lmnb2
Ccdc148,Ccdc148
Atp1a4,Atp1a4
Snapc3,Snapc3
Pik3r2,Pik3r2
Inpp5e,Inpp5e
Slc25a2,Slc25a2
Pabpc4,Pabpc4
Tex30,Tex30
1700015F17Rik,1700015F17Rik
Atg2a,Atg2a
Naa60,Naa60
Mdm2,Mdm2
Dydc2,Dydc2
Myocd,Myocd
Rnpepl1,Rnpepl1
Ptges,Ptges
Gm39566,Gm39566
Ptgfrn,Ptgfrn
Spem1,Spem1
Mark2,Mark2
Hyal4,Hyal4
Nlgn2,Nlgn2
Rbsn,Rbsn
Myof,Myof
Kat6a,Kat6a
Dusp22,Dusp22
Plekha6,Plekha6
Pnkp,Pnkp
Dydc1,Dydc1
Ccnd3,Ccnd3
Hk3,Hk3
Aqp9,Aqp9
Stt3b,Stt3b
Cpne5,Cpne5
Ddx19b,Ddx19b
Mat1a,Mat1a
Sh3tc1,Sh3tc1
Ubr3,Ubr3
Psip1,Psip1
Cyb5rl,Cyb5rl
Fam133b,Fam133b
Gm498,Gm498
Zfp597,Zfp597
Reps2,Reps2
Sft2d2,Sft2d2
Tmem18,Tmem18
Jdp2,Jdp2
1700037C18Rik,1700037C18Rik
Tnfaip2,Tnfaip2
Enox1,Enox1
Nck1,Nck1
Kdelc1,Kdelc1
Klhl29,Klhl29
Zfp773,Zfp773
Gpn1,Gpn1
Cd6,Cd6
Katnb1,Katnb1
Artn,Artn
Amotl2,Amotl2
Ano9,Ano9
Il31ra,Il31ra
Tex45,Tex45
Pla2g4a,Pla2g4a
Mybpc2,Mybpc2
Dctn2,Dctn2
Ddx1,Ddx1
Lsm14a,Lsm14a
Tmem151a,Tmem151a
Lrp5,Lrp5
Usp35,Usp35
Pcdhb20,Pcdhb20
Wdr72,Wdr72
Ubiad1,Ubiad1
Fam76b,Fam76b
Kctd21,Kctd21
Kifc3,Kifc3
Fam46d,Fam46d
Tnfrsf1a,Tnfrsf1a
Olfr514,Olfr514
Ipp,Ipp
Nrbp2,Nrbp2
Arhgef3,Arhgef3
Gnrh1,Gnrh1
2610002M06Rik,2610002M06Rik
Taar3,Taar3
Taar4,Taar4
Wrn,Wrn
Tmem5,Tmem5
Taar5,Taar5
St8sia4,St8sia4
Fcmr,Fcmr
Plekhg6,Plekhg6
Slc35a1,Slc35a1
Nkd1,Nkd1
Rsph9,Rsph9
Aph1a,Aph1a
Hyal5,Hyal5
Uap1,Uap1
Ankrd29,Ankrd29
Batf,Batf
Ppil1,Ppil1
Anks4b,Anks4b
Cdca3,Cdca3
Plet1,Plet1
Slc17a5,Slc17a5
Tex264,Tex264
Msantd4,Msantd4
Aff2,Aff2
Adprhl2,Adprhl2
Adgrl4,Adgrl4
Gpr37,Gpr37
Klhl33,Klhl33
Coq3,Coq3
Lgr6,Lgr6
Flvcr2,Flvcr2
Il7,Il7
Taar6,Taar6
A430005L14Rik,A430005L14Rik
Car14,Car14
Prr27,Prr27
Fam163a,Fam163a
St3gal3,St3gal3
Klc2,Klc2
Nradd,Nradd
Enc1,Enc1
Sftpa1,Sftpa1
Ndufa4,Ndufa4
Nsun6,Nsun6
Lyplal1,Lyplal1
Zmiz1,Zmiz1
Tmem69,Tmem69
Zfp418,Zfp418
Prr5,Prr5
Pml,Pml
Gadl1,Gadl1
Ranbp2,Ranbp2
Gkn1,Gkn1
Tarm1,Tarm1
Crym,Crym
Pcdh19,Pcdh19
Hist1h1e,Hist1h1e
Tmem266,Tmem266
Unc5a,Unc5a
Igsf8,Igsf8
Zfp358,Zfp358
Zfand6,Zfand6
Dqx1,Dqx1
Spin4,Spin4
Tifab,Tifab
Tmem256,Tmem256
Gkap1,Gkap1
Mfsd3,Mfsd3
Mapre3,Mapre3
Lyn,Lyn
Ndst3,Ndst3
Odam,Odam
Tmem147,Tmem147
Cop1,Cop1
Recql4,Recql4
Fgfr3,Fgfr3
Cldn12,Cldn12
Pot1a,Pot1a
Sec22b,Sec22b
Srp9,Srp9
Slco4c1,Slco4c1
Tle2,Tle2
Igsf1,Igsf1
Dcc,Dcc
Ptafr,Ptafr
Atp1a2,Atp1a2
Amer3,Amer3
Dyrk1a,Dyrk1a
Slc3a2,Slc3a2
Alg8,Alg8
Lactb,Lactb
Ric8b,Ric8b
Prdm15,Prdm15
Sh3rf2,Sh3rf2
Kcnd1,Kcnd1
Casp16-ps,Casp16-ps
A3galt2,A3galt2
Tekt2,Tekt2
Osgep,Osgep
Erg28,Erg28
Tmem176a,Tmem176a
Hist1h1t,Hist1h1t
Tbc1d23,Tbc1d23
Idh2,Idh2
Irf4,Irf4
Hagh,Hagh
Aars,Aars
Dcstamp,Dcstamp
Dock5,Dock5
Tdrd7,Tdrd7
Zfp13,Zfp13
Efnb2,Efnb2
Tmem176b,Tmem176b
Sptssb,Sptssb
Qpctl,Qpctl
Nisch,Nisch
Nyap2,Nyap2
Foxn2,Foxn2
Bpgm,Bpgm
Alkal2,Alkal2
Avpr1a,Avpr1a
Dgki,Dgki
Pdcd6,Pdcd6
BC004004,BC004004
Arhgap32,Arhgap32
Ppp1r21,Ppp1r21
Plscr3,Plscr3
Gadd45b,Gadd45b
Ufsp2,Ufsp2
Cd79a,Cd79a
Cyp2j12,Cyp2j12
Begain,Begain
Zc3h7a,Zc3h7a
Slc9a6,Slc9a6
Serinc5,Serinc5
Rrp1,Rrp1
Slc2a6,Slc2a6
Etfa,Etfa
Snx20,Snx20
Tor4a,Tor4a
Zfp362,Zfp362
Cdcp2,Cdcp2
Map2k4,Map2k4
Tnk1,Tnk1
Tdrd5,Tdrd5
Hapln1,Hapln1
Olfr13,Olfr13
Ggnbp1,Ggnbp1
Gria4,Gria4
Mpp6,Mpp6
Notch2,Notch2
Gng7,Gng7
Hddc3,Hddc3
Pcgf1,Pcgf1
Rims3,Rims3
Dzip3,Dzip3
Atg9a,Atg9a
Olfr518,Olfr518
Gnb3,Gnb3
Gapdhs,Gapdhs
Cenph,Cenph
Retsat,Retsat
Zbtb9,Zbtb9
Bak1,Bak1
Trh,Trh
Man2a2,Man2a2
9330159F19Rik,9330159F19Rik
Capn10,Capn10
Mbl1,Mbl1
B3gnt3,B3gnt3
Tbc1d7,Tbc1d7
Pts,Pts
Cpa1,Cpa1
Nelfb,Nelfb
Cfap206,Cfap206
Gtpbp10,Gtpbp10
Rfx6,Rfx6
Aldh1a7,Aldh1a7
Cnn1,Cnn1
Kif13a,Kif13a
Fgfrl1,Fgfrl1
Mturn,Mturn
Ankrd37,Ankrd37
Aldh1a2,Aldh1a2
Gm732,Gm732
Adar,Adar
Dhrs4,Dhrs4
Mgarp,Mgarp
Ssr1,Ssr1
Dffb,Dffb
Gkn2,Gkn2
Neurog1,Neurog1
Lrrc40,Lrrc40
Ccdc17,Ccdc17
Tmem59,Tmem59
Abcb6,Abcb6
Xkr5,Xkr5
Eif3f,Eif3f
Iglon5,Iglon5
Thbs4,Thbs4
Il7r,Il7r
Arhgef4,Arhgef4
Cd9,Cd9
Gpbp1l1,Gpbp1l1
Fbxo48,Fbxo48
Onecut1,Onecut1
Clec4f,Clec4f
Scfd1,Scfd1
Rab26,Rab26
Tgfb2,Tgfb2
Gtpbp2,Gtpbp2
Mcoln1,Mcoln1
Snrpd2,Snrpd2
Tor1b,Tor1b
Slc48a1,Slc48a1
Slc6a2,Slc6a2
Ell2,Ell2
Glb1l,Glb1l
Hdac7,Hdac7
Eya3,Eya3
Psmb7,Psmb7
Olfr849,Olfr849
Ect2l,Ect2l
Kdm4a,Kdm4a
Diras1,Diras1
Asb13,Asb13
Sftpd,Sftpd
Cxcl14,Cxcl14
Arhgef5,Arhgef5
Lama3,Lama3
Ndufc2,Ndufc2
Tceanc2,Tceanc2
Cd207,Cd207
Pik3r4,Pik3r4
Tub,Tub
Vax2,Vax2
Cul4b,Cul4b
Fam168b,Fam168b
Psma5,Psma5
Olfr851,Olfr851
Dlk1,Dlk1
Tprg,Tprg
Gm527,Gm527
Tfpi2,Tfpi2
Pcolce2,Pcolce2
Degs1,Degs1
Olfr853,Olfr853
Tal2,Tal2
Slc2a2,Slc2a2
Calml3,Calml3
Tomm6,Tomm6
Zfp768,Zfp768
Tgfbr2,Tgfbr2
Tssk3,Tssk3
Stoml1,Stoml1
Josd1,Josd1
Ric3,Ric3
Usp49,Usp49
Tnnc1,Tnnc1
Selenon,Selenon
Gngt1,Gngt1
Tor1a,Tor1a
Tnmd,Tnmd
Cntnap4,Cntnap4
Gsdme,Gsdme
Rin3,Rin3
Irs1,Irs1
Olfr855,Olfr855
Irx1,Irx1
Ubtd2,Ubtd2
4931406B18Rik,4931406B18Rik
Gng11,Gng11
Slc4a1ap,Slc4a1ap
Htr5a,Htr5a
Zfp317,Zfp317
Efcab9,Efcab9
Ago3,Ago3
Tmem38b,Tmem38b
Ccdc152,Ccdc152
Ankzf1,Ankzf1
Ccdc28a,Ccdc28a
Prickle2,Prickle2
Rbm41,Rbm41
Flcn,Flcn
Tcerg1,Tcerg1
Frs3,Frs3
Stk10,Stk10
Umps,Umps
Bet1,Bet1
Myl6b,Myl6b
Rtn4ip1,Rtn4ip1
Il24,Il24
Ager,Ager
Nod2,Nod2
P3h3,P3h3
Mymk,Mymk
Otud5,Otud5
Rp2,Rp2
Lin7a,Lin7a
Cage1,Cage1
Thrsp,Thrsp
Mutyh,Mutyh
Pi16,Pi16
Otx1,Otx1
Klhdc7b,Klhdc7b
Vav1,Vav1
Gm3045,Gm3045
Syce3,Syce3
Tmbim7,Tmbim7
Mos,Mos
Chrnb2,Chrnb2
Zbtb2,Zbtb2
Riok1,Riok1
Zkscan6,Zkscan6
Coro2b,Coro2b
Gkn3,Gkn3
Rnf38,Rnf38
Stmn2,Stmn2
Cradd,Cradd
Nefm,Nefm
Cdh12,Cdh12
4930402K13Rik,4930402K13Rik
App,App
Cep104,Cep104
Cnrip1,Cnrip1
Lancl3,Lancl3
Net1,Net1
Cd109,Cd109
Slc35e3,Slc35e3
Hfe,Hfe
Supt7l,Supt7l
Zfp871,Zfp871
Nefl,Nefl
Ccdc138,Ccdc138
Plek,Plek
Slco1c1,Slco1c1
Atp6v1b1,Atp6v1b1
Plag1,Plag1
Gnb1l,Gnb1l
Ehd1,Ehd1
Phf21b,Phf21b
Ccdc66,Ccdc66
Dhrs1,Dhrs1
Cpt1b,Cpt1b
Ids,Ids
Mast3,Mast3
Bco2,Bco2
Syncrip,Syncrip
Plau,Plau
Eif4e2,Eif4e2
Ube2m,Ube2m
Il18,Il18
Eif5a2,Eif5a2
Trpv6,Trpv6
Hook2,Hook2
Nphs2,Nphs2
Reg4,Reg4
Bmp10,Bmp10
Tex12,Tex12
Hsf1,Hsf1
Fam208a,Fam208a
Nbas,Nbas
Zfand5,Zfand5
Vwf,Vwf
Rubcn,Rubcn
Zfp354c,Zfp354c
Bmp15,Bmp15
Lrrc49,Lrrc49
Gm8773,Gm8773
Hist1h1c,Hist1h1c
Tmem30c,Tmem30c
Vrk1,Vrk1
Rmnd1,Rmnd1
Ston1,Ston1
Exo5,Exo5
Rnh1,Rnh1
Ppm1h,Ppm1h
Fhl4,Fhl4
Gtpbp1,Gtpbp1
Trim26,Trim26
Zfp69,Zfp69
Tmem132a,Tmem132a
Eme2,Eme2
Xk,Xk
Mkl1,Mkl1
Mterf2,Mterf2
Atp8b5,Atp8b5
Drap1,Drap1
Dnajc15,Dnajc15
Tmem263,Tmem263
Nhsl1,Nhsl1
Slc15a3,Slc15a3
Cnnm1,Cnnm1
Nfatc3,Nfatc3
Sik3,Sik3
Spsb3,Spsb3
Epsti1,Epsti1
Piga,Piga
Zc3h10,Zc3h10
Kif27,Kif27
Shroom4,Shroom4
Cops3,Cops3
Lrr1,Lrr1
Esyt1,Esyt1
Cdkn3,Cdkn3
Enpp6,Enpp6
Carmil3,Carmil3
Dcaf12,Dcaf12
Slc35g2,Slc35g2
Setd6,Setd6
Decr2,Decr2
Slc25a48,Slc25a48
Esrp2,Esrp2
Ppp2r2b,Ppp2r2b
Optn,Optn
Trim15,Trim15
Ush1c,Ush1c
Cops4,Cops4
Nagpa,Nagpa
Cyp4a30b,Cyp4a30b
Nt5m,Nt5m
Slc39a3,Slc39a3
Dpys,Dpys
Mapk8ip3,Mapk8ip3
Mef2a,Mef2a
Zbtb18,Zbtb18
D230025D16Rik,D230025D16Rik
Trim62,Trim62
Gpr35,Gpr35
Rad54l2,Rad54l2
Cd4,Cd4
Slc17a6,Slc17a6
Mtor,Mtor
Atxn7,Atxn7
Trp63,Trp63
Apex1,Apex1
Lrif1,Lrif1
Sesn3,Sesn3
Gpr161,Gpr161
Mgat2,Mgat2
Plpp5,Plpp5
Olfr652,Olfr652
Hist1h2bb,Hist1h2bb
Cyp2a22,Cyp2a15
4930453N24Rik,4930453N24Rik
Fcho1,Fcho1
Tmem214,Tmem214
Acp5,Acp5
Brwd3,Brwd3
Eif3h,Eif3h
Trp53bp2,Trp53bp2
Art5,Art5
Zfp654,Zfp654
2310002L09Rik,2310002L09Rik
Gabrq,Gabrq
Aqp12,Aqp12
Rab36,Rab36
Usp33,Usp33
Tmem55b,Tmem55b
Rps6ka1,Rps6ka1
Kmt5b,Kmt5b
Adam7,Adam7
Sgsm3,Sgsm3
Chrna10,Chrna10
Frmd3,Frmd3
Zfp462,Zfp462
Thoc7,Thoc7
Thap3,Thap3
Lysmd4,Lysmd4
Art1,Art1
Clasp1,Clasp1
Tmem67,Tmem67
B3gnt9,B3gnt9
Amtn,Amtn
Maged2,Maged2
Zfp811,Zfp811
Hras,Hras
Sh3yl1,Sh3yl1
Polr1c,Polr1c
1110012L19Rik,1110012L19Rik
Zfp799,Zfp799
Myo3b,Myo3b
Rrp15,Rrp15
Il20,Il20
Ubxn4,Ubxn4
Edar,Edar
Cttn,Cttn
Lrrc14,Lrrc14
F2rl3,F2rl3
Sf3b1,Sf3b1
Cggbp1,Cggbp1
Il19,Il19
Arhgap20,Arhgap20
Snx14,Snx14
Sostdc1,Sostdc1
Zfp688,Zfp688
Klhl28,Klhl28
Angptl7,Angptl7
Ctgf,Ctgf
Adamts9,Adamts9
Pdgfrb,Pdgfrb
Phf13,Phf13
Txlng,Txlng
Gfod1,Gfod1
BC005624,BC005624
Trim10,Trim10
Spib,Spib
Got1,Got1
Cdc42bpg,Cdc42bpg
Lag3,Lag3
Lrrc24,Lrrc24
Slco1b2,Slco1b2
Loxl1,Loxl1
Tmem91,Tmem91
Nudcd3,Nudcd3
Hltf,Hltf
Filip1l,Filip1l
Farp1,Farp1
Tspan6,Tspan6
4930579G24Rik,4930579G24Rik
Lbx2,Lbx2
Ambn,Ambn
Etfdh,Etfdh
Exosc5,Exosc5
Cep41,Cep41
Dcaf6,Dcaf6
Ehmt2,Ehmt2
Man1c1,Man1c1
Mrpl53,Mrpl53
Rad51b,Rad51b
Zfp689,Zfp689
2210016F16Rik,2210016F16Rik
Hist1h1a,Hist1h1a
Trim38,Trim38
Prr14,Prr14
Nup50,Nup50
Zfp236,Zfp236
Fam216b,Fam216b
Sp5,Sp5
2010107E04Rik,2010107E04Rik
Rps6ka5,Rps6ka5
Ehbp1,Ehbp1
Mon1b,Mon1b
Tubal3,Tubal3
Sox2,Sox2
Mical3,Mical3
Sdhd,Sdhd
Tyrobp,Tyrobp
Erich2,Erich2
Nr5a1,Nr5a1
Tanc1,Tanc1
Cnpy1,Cnpy1
AU019823,AU019823
Zfp870,Zfp870
Jade3,Jade3
Zfp879,Zfp879
Ndufc1,Ndufc1
Ptms,Ptms
Hpdl,Hpdl
Olfr77,Olfr77
Ddx4,Ddx4
Gm17455,Gm17455
Cideb,Cideb
Rsl1d1,Rsl1d1
Bmp8a,Bmp8a
Vsir,Vsir
Taf13,Taf13
Gad1,Gad1
Psmc2,Psmc2
Tmem109,Tmem109
Defb14,Defb14
Zbtb48,Zbtb48
Nop9,Nop9
Olfr1370,Olfr1370
Pih1d2,Pih1d2
Hcn3,Hcn3
Gtf2h1,Gtf2h1
Enam,Enam
BC005537,BC005537
Zfp541,Zfp541
Pklr,Pklr
Adamdec1,Adamdec1
Evc2,Evc2
Sdha,Sdha
Cyp4f13,Cyp4f13
Itk,Itk
Rgs20,Rgs20
Pcbp1,Pcbp1
Mms22l,Mms22l
Capn2,Capn2
Tnfsf11,Tnfsf11
Jchain,Jchain
Pigyl,Pigyl
Qtrt1,Qtrt1
Hacd4,Hacd4
Gtf2a1l,Gtf2a1l
Plekho1,Plekho1
Sis,Sis
Plac8,Plac8
Il2,Il2
Zswim5,Zswim5
Ptpn7,Ptpn7
Hmgcs2,Hmgcs2
Fam155a,Fam155a
Grm6,Grm6
Adad1,Adad1
Ccdc3,Ccdc3
Abca16,Abca16
Atp6v1h,Atp6v1h
Cstb,Cstb
Nup107,Nup107
Lrrc56,Lrrc56
Mars,Mars
Best2,Best2
1700092M07Rik,1700092M07Rik
Tradd,Tradd
Slc35d2,Slc35d2
Kcnj15,Kcnj15
Focad,Focad
AU021092,AU021092
Tgfb1i1,Tgfb1i1
Olfr923,Olfr923
Akap11,Akap11
Mex3c,Mex3c
Kctd11,Kctd11
Ifi44,Ifi44
Spata17,Spata17
Yipf3,Yipf3
Tdrd9,Tdrd9
Smad4,Smad4
Eif4g3,Eif4g3
Pim2,Pim2
Stk24,Stk24
Mapkapk2,Mapkapk2
Zfp292,Zfp292
Ubap1,Ubap1
Sh3rf3,Sh3rf3
Pirt,Pirt
Nme4,Nme4
Azin2,Azin2
Tcf7l1,Tcf7l1
Kcnj5,Kcnj5
Oprd1,Oprd1
4833439L19Rik,4833439L19Rik
C330027C09Rik,C330027C09Rik
Acap1,Acap1
Sirt5,Sirt5
Rev1,Rev1
Trim40,Trim40
Fam163b,Fam163b
Tmem185a,Tmem185a
Mlf2,Mlf2
Ddit3,Ddit3
Ppfia1,Ppfia1
Taf1,Taf1
Stag1,Stag1
Tmem17,Tmem17
Elac1,Elac1
Dbh,Dbh
Sgta,Sgta
Enpp1,Enpp1
Lmntd2,Lmntd2
Chchd7,Chchd7
Cd2,Cd2
Tstd2,Tstd2
Dcp1b,Dcp1b
Rd3l,Rd3l
Col1a2,Col1a2
Asb9,Asb9
Stk32b,Stk32b
Ces1a,Ces1a
Smap2,Smap2
Eif5b,Eif5b
Cmya5,Cmya5
Tle6,Tle6
Gpr55,Gpr55
Prpf19,Prpf19
Igsf3,Igsf3
Mgat4c,Mgat4c
Psd2,Psd2
Slc15a1,Slc15a1
Smc2,Smc2
Pold1,Pold1
Dennd4b,Dennd4b
B3gnt2,B3gnt2
Hebp2,Hebp2
Scly,Scly
Zrsr1,Zrsr1
Ptgds,Ptgds
Camk1d,Camk1d
Dyrk3,Dyrk3
Eef2kmt,Eef2kmt
Cfap69,Cfap69
Lgmn,Lgmn
Lrrc47,Lrrc47
Ube2w,Ube2w
Gng12,Gng12
Eml2,Eml2
Adamts18,Adamts18
Tmod1,Tmod1
Tmem238l,Tmem238l
Smim1,Smim1
Alg1,Alg1
Utp3,Utp3
Acan,Acan
Olfr866,Olfr866
Gspt1,Gspt1
Wdr47,Wdr47
Trpv5,Trpv5
Mogs,Mogs
Ldlrap1,Ldlrap1
Adh6a,Adh6a
Ncbp1,Ncbp1
Rasd1,Rasd1
Ints4,Ints4
Mypn,Mypn
Ago1,Ago1
Fam118a,Fam118a
Endod1,Endod1
Cyld,Cyld
Fbxl8,Fbxl8
Ube2s,Ube2s
Slc30a5,Slc30a5
Itga11,Itga11
2810408A11Rik,2810408A11Rik
Arl8a,Arl8a
Rpl28,Rpl28
Gnl3l,Gnl3l
Trim31,Trim31
Abi2,Abi2
Cnot1,Cnot1
Cytl1,Cytl1
Rufy3,Rufy3
Prpf31,Prpf31
Apob,Apob
Btbd2,Btbd2
Npc1l1,Npc1l1
Gabrg1,Gabrg1
Wbp1,Wbp1
Mro,Mro
Il15,Il15
Thoc6,Thoc6
Tmem220,Tmem220
Tbc1d21,Tbc1d21
1700016C15Rik,1700016C15Rik
Rad21,Rad21
Arhgef1,Arhgef1
Arfgef3,Arfgef3
Letm1,Letm1
Kcnj1,Kcnj1
Adprm,Adprm
Cdc45,Cdc45
Ltb4r2,Ltb4r2
Msx1,Msx1
Fadd,Fadd
Zfp454,Zfp454
Lhfpl4,Lhfpl4
Adss,Adss
Hpse,Hpse
Adh6b,Adh6b
AI837181,AI837181
Catip,Catip
Gpatch2,Gpatch2
Slc26a5,Slc26a5
Mtmr12,Mtmr12
Sec16a,Sec16a
Vps45,Vps45
Ltb4r1,Ltb4r1
4833420G17Rik,4833420G17Rik
Cga,Cga
Efhd1,Efhd1
Ints13,Ints13
Rnf39,Rnf39
Hsf4,Hsf4
Kctd15,Kctd15
Gm4922,Gm4922
Sco1,Sco1
Gtpbp6,Gtpbp6
Slc5a9,Slc5a9
Fgd4,Fgd4
Mrps6,Mrps6
Hcfc1r1,Hcfc1r1
Gmfb,Gmfb
Tmem8,Tmem8
Ube2j1,Ube2j1
Egfem1,Egfem1
Arhgap25,Arhgap25
Mapk8ip2,Mapk8ip2
Fli1,Fli1
Trir,Trir
Elmsan1,Elmsan1
Togaram1,Togaram1
Fgfr1op2,Fgfr1op2
Rnf183,Rnf183
Socs2,Socs2
Flrt2,Flrt2
Ythdf2,Ythdf2
Lpl,Lpl
Uhmk1,Uhmk1
Slco2b1,Slco2b1
Olfr1368,Olfr1368
Pcnt,Pcnt
C1galt1c1,C1galt1c1
Myo7b,Myo7b
Baz2b,Baz2b
Rnf5,Rnf5
Kdm4c,Kdm4c
Tlk1,Tlk1
Nbeal2,Nbeal2
Ren1,Ren1
Acot13,Acot13
Mtdh,Mtdh
6030498E09Rik,6030498E09Rik
Bcr,Bcr
Pemt,Pemt
Rev3l,Rev3l
Mtmr14,Mtmr14
Olfr653,Olfr653
Tnpo2,Tnpo2
Gabra2,Gabra2
Parg,Parg
Trpm4,Trpm4
Nhlrc1,Nhlrc1
Gpr37l1,Gpr37l1
Dgkh,Dgkh
Mospd2,Mospd2
Myzap,Myzap
Dgat1,Dgat1
Ccdc127,Ccdc127
Trim27,Trim27
Irx4,Irx4
Sun2,Sun2
Herc4,Herc4
Zfp36l1,Zfp36l1
Rassf7,Rassf7
Lrrc14b,Lrrc14b
Il12rb1,Il12rb1
Polr2m,Polr2m
Cib1,Cib1
Tdp2,Tdp2
Tas1r1,Tas1r1
Dynlt3,Dynlt3
Adam28,Adam28
Gorasp2,Gorasp2
Fibp,Fibp
Ddhd2,Ddhd2
Lct,Lct
Fdx1,Fdx1
Rbms3,Rbms3
Erc2,Erc2
Il9,Il9
Helq,Helq
Kdm1b,Kdm1b
Purg,Purg
Fbxw9,Fbxw9
Pfn2,Pfn2
Col9a2,Col9a2
Sort1,Sort1
Kif24,Kif24
Lig4,Lig4
Osbpl3,Osbpl3
Men1,Men1
Ano2,Ano2
Sept10,Sept10
Ttc39c,Ttc39c
Afdn,Afdn
Tex15,Tex15
Pde4a,Pde4a
Fbxw11,Fbxw11
Slc38a9,Slc38a9
Tpmt,Tpmt
Wnt2b,Wnt2b
Rnpep,Rnpep
Kcne2,Kcne2
Abhd13,Abhd13
Bag4,Bag4
Ddx56,Ddx56
6030419C18Rik,6030419C18Rik
Etnk2,Etnk2
Ptgs2,Ptgs2
Slc35a2,Slc35a2
Zfp719,Zfp719
Kel,Kel
Ccdc97,Ccdc97
Zfp367,Zfp367
Cyp2a12,Cyp2a15
Kptn,Kptn
Smc5,Smc5
Smim11,Smim11
Ap3m1,Ap3m1
Lgals1,Lgals1
Ppif,Ppif
Gpx5,Gpx5
Iqgap3,Iqgap3
Cd276,Cd276
Mamld1,Mamld1
Acap3,Acap3
Myh3,Myh3
Yipf6,Yipf6
Mrpl28,Mrpl28
Mcm6,Mcm6
Apoa1,Apoa1
Espnl,Espnl
Olfr654,Olfr654
Olfr655,Olfr655
Ucn3,Ucn3
Elf3,Elf3
Asprv1,Asprv1
Hnrnph2,Hnrnph2
Tmem267,Tmem267
Mrpl36,Mrpl36
Akr1c14,Akr1c14
Mknk2,Mknk2
Casp12,Casp12
Actn1,Actn1
Bche,Bche
Plekhb2,Plekhb2
Gmeb1,Gmeb1
Ppp1r11,Ppp1r11
4930563D23Rik,4930563D23Rik
Zfp819,Zfp819
Snx25,Snx25
Vcl,Vcl
Stox2,Stox2
Kcmf1,Kcmf1
Ces1d,Ces1d
Fgd2,Fgd2
Kif1a,Kif1a
Ppt2,Ppt2
Lcn12,Lcn12
Zfp605,Zfp605
Cttnbp2nl,Cttnbp2nl
Clic6,Clic6
Stx5a,Stx5a
Fbxl21,Fbxl21
Mxd1,Mxd1
Pdpr,Pdpr
Prkch,Prkch
Fem1b,Fem1b
Ino80b,Ino80b
Itpr3,Itpr3
Abhd5,Abhd5
Neurl4,Neurl4
Dsp,Dsp
Arrdc2,Arrdc2
Smim24,Smim24
Mrps28,Mrps28
Zfp472,Zfp472
Fscn3,Fscn3
Il21,Il21
Ptgfr,Ptgfr
Fam71b,Fam71b
Dgkk,Dgkk
Klhl30,Klhl30
Rnase10,Rnase10
Gcc1,Gcc1
Znrd1,Znrd1
Olfr1323,Olfr1323
Gyg,Gyg
Nudt2,Nudt2
Cpne6,Cpne6
Pgc,Pgc
Arf5,Arf5
Zmpste24,Zmpste24
Zp1,Zp1
Ubxn8,Ubxn8
Lect2,Lect2
Raph1,Raph1
Axin1,Axin1
Calml4,Calml4
Dcaf1,Dcaf1
Srpx2,Srpx2
Otud7b,Otud7b
Nkx2-3,Nkx2-3
Ppp2cb,Ppp2cb
Tnfsf13b,Tnfsf13b
2610028H24Rik,2610028H24Rik
Cfap97,Cfap97
Arpc5l,Arpc5l
Isx,Isx
Tpd52,Tpd52
Cyp2f2,Cyp2f2
Frmpd3,Frmpd3
Etv6,Etv6
C8g,C8g
Cwc15,Cwc15
Cct4,Cct4
Wdr31,Wdr31
Zfp2,Zfp2
Cln6,Cln6
Wdr38,Wdr38
Olfr459,Olfr459
Mcm3ap,Mcm3ap
Rab33b,Rab33b
Col9a1,Col9a1
Nsdhl,Nsdhl
Zfp410,Zfp410
Coch,Coch
Mob3a,Mob3a
Cldn6,Cldn6
Papd4,Papd4
Sowahc,Sowahc
Cndp1,Cndp1
Adh5,Adh5
Ccdc86,Ccdc86
Setd7,Setd7
Smc1b,Smc1b
Ptgdr2,Ptgdr2
Urod,Urod
Entpd7,Entpd7
Gpx6,Gpx6
Tmem136,Tmem136
Slc8a2,Slc8a2
Adcy4,Adcy4
Arsa,Arsa
Sox13,Sox13
Nol12,Nol12
Kirrel2,Kirrel2
Fbxw5,Fbxw5
Cabyr,Cabyr
Hnrnpul1,Hnrnpul1
Zfp72,Zfp72
Pde10a,Pde10a
Erfe,Erfe
Ybey,Ybey
P3h2,P3h2
Sh3bgrl,Sh3bgrl
Cyp2j9,Cyp2j9
Rai1,Rai1
Cox15,Cox15
Olfr750,Olfr750
Ntf3,Ntf3
Tgfbi,Tgfbi
Rtkn,Rtkn
BC048671,BC048671
Manf,Manf
Ilkap,Ilkap
Olfr1324,Olfr1324
Me3,Me3
Ube2q1,Ube2q1
Clcc1,Clcc1
Pdc,Pdc
Atg5,Atg5
Stx18,Stx18
Zfp697,Zfp697
Exoc2,Exoc2
Cutc,Cutc
Zcchc24,Zcchc24
